Stock,Entry Time,Exit Time,Buy Price,Sell Price,Profit/Loss
VRTX,2025-02-27 19:05:50,2025-02-27 19:20:51,481.0299987792970,480.119995117188,-0.9100036621088630
SCHW,2025-02-27 19:05:50,2025-02-27 19:20:51,79.12999725341800,79.129997253418,2.8421709430404
SPGI,2025-02-27 19:50:53,2025-02-27 20:01:59,528.6599731445310,526.265014648438,-2.3949584960933000
NVDA,2025-02-27 19:50:53,2025-02-27 20:01:59,123.88999938964800,123.599998474121,-0.2900009155274430
PLTR,2025-02-27 19:50:53,2025-02-27 20:01:59,86.19999694824220,85.9850006103516,-0.21499633789058200
AAPL,2025-02-28 14:30:29,2025-02-28 14:45:02,236.50999450683594,236.6649932861328,0.154998779296875
LOW ,2025-02-28 14:30:29,2025-02-28 14:45:02,247.88999938964844,248.49000549316406,0.600006103515625
UNP ,2025-02-28 14:30:29,2025-02-28 14:45:02,245.11500549316406,245.16000366210938,0.0449981689453125
ETN,2025-02-28 14:45:20,2025-02-28 14:59:52,286.82000732421875,286.2149963378906,-0.605010986328125
AAPL,2025-02-28 14:45:20,2025-02-28 14:59:52,236.60000610351562,236.74000549316406,0.1399993896484375
MMC,2025-02-28 14:45:20,2025-02-28 14:59:52,236.15499877929688,235.75999450683594,-0.3950042724609375
ETN,2025-02-28 15:01:49,2025-02-28 15:16:21,286.5299987792969,288.4800109863281,1.95001220703125
AAPL,2025-02-28 15:01:49,2025-02-28 15:16:21,237.1300048828125,236.0800018310547,-1.0500030517578125
CB,2025-02-28 15:01:49,2025-02-28 15:16:21,285.05999755859375,283.9200134277344,-1.139984130859375
